tweet,label
都市伝説の関暁夫ってお笑い芸人やってたのに笑うところないな。,0
"国民健康保険決定通知が届いた。高い‼️前年より上がってる。
算定根拠が書いてあるが、ちっとも分からない。こんなに高い保険料を毎月徴収されても(有り難いことに？)夫婦とも殆ど病院には行かない。毎月払わされている保険料が来日外国人のコロナ入院治療に当然のように遣われているのか‼️腹が立つ‼️",0
"天気がいい朝は玄関に集まってくる
#猫 #猫好きさんと繋がりたい https://t.co/Ipyb6Q2Ovd",0
なんだぁ?これ!? https://t.co/Yo49TJvHw7,0
写真ではわかりにくいけど、世の中が霞んでる😳黄砂？琵琶湖の対岸がよく見えない。 https://t.co/SljOT6SHDM,0
５年使ってきたヘッドホンがこわれた,1
2ndライブ、楽しんできます。,1
春や〜 https://t.co/916u5j2Ynv,0
かわいいいいいいしんだ,1
"新宿/午後
SONYα7 + P.Angenieux Paris Type Y2 135mm f3.5 https://t.co/gIm1xzQBZl",0
"実家では（見てないときには）テーブルに乗らないんですが
うちではいくら降ろしても降ろしても…
もう諦めました😑
何が違うんですかね🤔 https://t.co/M3BSDb8gJF",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 今一番欲しいものは何？…
#質問箱 #匿名質問募集中

https://t.co/Yn1zBvcdCR",0
"クリスマスですけど、相変わらず
自分はfgo周回してます笑",0
どらほー！,0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 好きな武器はなんですか？…
● 進撃のM4買いましょう…
● すれ違った時にどんな香りの女の…
#質問箱 #匿名質問募集中

https://t.co/tyDxfDZ2hI",1
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 一緒にポケカしましょ！…
● 元気ですか？…
● 無人島に一つ持っていくとしたら…
● 元気ぃ！？…
#質問箱 #匿名質問募集中

https://t.co/LW0TRaOzz6",0
楽しんで🥰🥰,1
"本日長良川おんぱくに来ていただいた方、ありがとうございました。

１週間前は雨予報だったのが、見事に晴れて楽しんでいただけました。 https://t.co/CvTlKZC2DM",1
千賀さんのソロで踊るしょうたくんとても、、あの、、すっき,1
"なかなか会えなかった友人とご飯😊✨
久々にお酒飲んだなぁ～(*´艸`*) https://t.co/7KbcVcZVL0",0
みーちゃんとおたわむれ https://t.co/N0dUAHEtbR,0
こんっなやる事多いのにねむいことある？？？？,0
"夏期講習しんでくれ〜〜〜〜
生徒も、朝から晩まで何コマも私と英語は可愛そうだよ〜〜〜〜",1
伝えられるところに依ります。 https://t.co/bwTzwrJwxw,0
明日モニター見に行くけど144hzと240hzどっちがいいかな,0
"リリイベ&amp;最終日…
仁くんの国に入国してきまーす♫リリイベ私的、最高の席です😭「本人いたらな最高だったのに」の気持ちはありますが😅
これはこれで楽しんできまーす♫(๑˃̵ᴗ˂̵)",1
へぇのしん,1
"新紙幣発行で炙り出すんでしょうねぇ〜

『タンス預金』初の１００兆円突破、前年比５・２％増…高齢者中心に現金保管（読売新聞オンライン） - Yahoo!ニュース https://t.co/Gix4zfpYaL",1
"久方ぶりの友人との時間。
短い時間だったけど、今日も癒しの時間をもらいました✨
お互い場所は違えども、何かと戦ってる事は一緒。
それぞれの所で勝っていこう！
頂いたおみやげ。(出して良いかわかんないからちょっとだけ！😅💦)
些細な事を記憶してくれててめっちゃ嬉しい😭💕💕 https://t.co/OnSSXOrCKh",0
こちらが昨年のアイス建築です！ https://t.co/vxlfEumQAH,0
"お疲れ様です‼

祝日でも仕事💦
終わりました‼
日本中の新成人の皆さんの、前途を祝して、乾杯🍻
まだ19歳の方は、お控えくださいね🎵

今しか出来ないことを、全力で楽しんでください✨

#おつかれ戦隊0111 
#頑張るパパママ応援隊0111 
#応援力向上委員会 
#鴨Tuberと繋がりたい",1
"オフ会の値段が話題になっておりますが、じゃんらぼ麻雀大会は

男性3000円

女性無料です！！

大事な事もう一回言います。

女性無料です！！

皆さま宜しくお願いします。

https://t.co/Mu5v9OZcqC",0
こんな冷蔵庫入らん https://t.co/IvZcdpHnes,0
上げ直しすみません....💦💦,0
銀さんがきて万事屋にしてくれたら良かったのに(´ . .̫ . `) https://t.co/PLGRa1MSs1,0
今度は虎杖アクスタがダブってる方と求める方のツイが入り混じる…モヤモヤする(＞＜)FF様だから余計に…,0
"びーちゃんとげんしんする！！
＃かわボフオーライフ https://t.co/AXdv4f7YL7",1
"おはよ〜〜
入社式行ってくる〜〜
頑張るぞ！しんしゃか！",1
こんにちは！本日は、人気のカウンター席でご案内が可能でございます！！皆様のご来店をお待ちしております♪ #円居 #鉄板焼き #黒毛和牛 #熟成肉 #A5 #神楽坂 https://t.co/yigyiCPT2N,0
"CL名古屋、うちの家族は出れないけど
ふぃ〜るどで遊んでるお友達が
ジュニア、シニア、マスターに参加します。
事故らずに、実力が充分に出し切れますように。
磐田某所のポケカ神社（聖地？）に
お願いして来ました？
頑張って楽しんできて下さい。

↓どこでもポケカする勢のイメージ画像です。 https://t.co/uRaqB9gSdU",1
"＃推しの名前を呟いて5RTされたらその愛は本物 
ミル https://t.co/IgTHx7bGQE",0
"モンゴル選手達も最後まで戦っていた！
それは日本が最後まで手を抜かなかったことが大きい！！
3大会後くらいのアジア予選で強くなったモンゴルと一緒にW杯に出たい😆",0
#賀来賢人と親指ゲームだぜっ !👍私は #賀来賢人 が「バリチッチ」で #親指を上げる と予想！ 予想が当たれば、その場でリニューアルしたジムビームハイボール缶がもらえる! @suntory #ジムビーム #缶でジムビーム,0
#チョコをささげるなら #りゅうおう派 #りゅうおうにチョコをささげる @DQWalk #DQウォークバレンタイン りゅうおうからのありがたいお言葉を待つがよい。,0
"【きけばプチリニューアル②】

まいにちプレゼントしてる #金太まけるなステッカー きょうから しんしょくだよ！おたよりおくってね(*´∀｀*)

#つボイノリオ #金太の大冒険 
#ステッカー #radiko #CBCラジオ #聞けば聞くほど https://t.co/6OuT4MdMSl",1
学問の自由を侵害なんてしてませんよね？ https://t.co/j7QCTfjUzK,0
BLEACHは凄い作品だった、絵も神ってた！,0
母上、さびしい…,1
"雑葉学美先生めちゃ好きだったのに芦田イリア出てからイリア先生の方が待ち遠しい…
喋り方がつぼ",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● \コンニチワ/…
● 今一番欲しいものは何？…
● 買い続けている！マンガの！
…
#質問箱 #匿名質問募集中

https://t.co/x7KaBLJO3k",0
しんさん(@m_gzrt05)1位おめでとう🥇 https://t.co/cFmKfEbOfp,1
すとぷり最近すごいな,0
"夢キャス当選者発表です!

アイズᘛ⁐̤ᕐᐷクロ様 @eyesme66
雨宮仁

おがみ様 @ogami_yumeiro
藤村伊織

無理するな、waka♪イラスト道、精進中につきソシャゲお休み中様 @WakakoIchi
藤村伊織

当選者様には20日までにDMにて手続き方法をお送りします。",0
"風船が飛びましたw
24歳×2回目の誕生日ですw
今夜は14ヶ月ぶりのライブ！しかもLOVEBITES！！楽しんできます！
こんな待ち遠しい誕生日、久々だわ。メッセージくれた社員のみなさま、ありがとうございます！",1
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 彼氏さんが地元に戻ったら同棲す…
● 彼氏さんの巨根を初めて見た時の…
● しょうま君とは掘り合いするの？…
● 初めて精通した歳とその時のこと…
#質問箱 #匿名質問募集中

https://t.co/lGGINGBuMq",1
"春が来ています。おはよう。

#美しいもの 
#春 https://t.co/0ClmqcOuiT",0
"シンウルトラマンの公開前におさらい

【ULTRAMAN】#LAST​ ウルトラマン夕陽に死す 用心棒怪獣ブラックキング暗殺宇宙人ナックル 帰ってきたウルトラマン（ウルトラマンジャック）
100%全話収録 

https://t.co/QgeA9gAGP3

#ウルトラマン好きと繋がりたい
#特撮好きと繋がりたい
#怪獣大戦争",0
れいきらのはいしん行ったら部隊全滅画面で1分で終わった(笑),1
"今日は日付変わる前に仕事終わったよー＼(´・∀・｀)／んバッ
てことで配信します(^^♪
色々やること終わってからやけどね（笑）
本日も過疎ってます（笑）",0
店をあけてるパチ屋も来客も恥ずかしいと思わないのかな、？　医療関係者なんて死と紙一重なのに…症状出てもpcrも受けないで欲しいね、風邪と一緒って認識本当にやめた方がいいよ、、,0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● パワハラが原因でうつ病になり、…
#質問箱 #匿名質問募集中

https://t.co/vmHkDcAXFc",1
😭😭ガチャ290回のネモくん https://t.co/Ze616aQEsy,0
クレヨンしんちゃんって最高よなwww #BuzzVideo https://t.co/6nKp5fRk06,1
"RT
ちなみ知人が働いている会社の話ですが、大阪支社に新卒配属されて大阪支社配属を不服に思っていたその方は「大阪支社を踏み台にして、今後成長していきます」とのっけで支社挨拶スピーチをやってしまい、支社の方から総スカンをくらいまして、挙句メンタル休職にまで追い込まれましたね。",0
"3/24①【RT希望】1RT=60p
 
キャラ弁すごいね！のお声をありがとうございます😆🍙✨

ということで、今回は( 'ω'o[クレしん]oを😋🍙💕

お気に入りの一つてすてす🐷🍓💕

#nachinachi枠 #MissBouquet 
#ミクチャ #筋トレ女子 #workout #RT希望 #キャラ弁 #クレしん #クレしんキャラ弁 https://t.co/9Duc6ekghi",1
"クレしんのヒロシ
鋼錬のヒューズ
青エクの獅郎

藤原さんは常に父のイメージ(アニメ内)…

もう新作を聞けないのですね…ご冥福をお祈りします https://t.co/LbWlHDQPT6",1
"甲子園で会いましょう！

いとはらくんのインスタ更新に興奮と感動を覚えて描いたやつ https://t.co/MESq7vETq4",1
"◆雲の上の町 ゆすはら◆
「ゆすはら未来大使」の役得👍高知の檮原から届きました。いつもありがとうございます。
https://t.co/9o8JDaSLcM https://t.co/tKjn6TxNZ6",0
"お蕎麦もおいしそうですねぇ🐶✨
#wanko #ポメラニアン
#食いしん坊ちゃん
#麺類LOVE https://t.co/DeXKMo2RTJ",1
また暖房を出した,0
抱き合わせの星4ばかり気にしていたが、そもそも天井調整してるわけではないので甘雨自体すぐにお迎えできるかどうかも怪しいの忘れてた,0
"楽しんで勝てるなら楽しめよぉ。

敢えて意地悪に言います😆",1
"青森市新城
KOKO studio
空手道教室
昨日は火曜日5回目でしたのでお休みをいただきました^ ^
超初級も初級も定員ギリギリで楽しんで稽古しています^ ^
押忍
#青森　#空手　#習い事　#空手道教室　#心と身体を鍛える　#キッズ空手　#全身運動　#運動習慣　#お問い合わせはDMで　#体験レッスン受付中 https://t.co/nx51E4yHh2",1
"おはようございます✨😊

眠れないから、朝活です(笑)

近況報告としては、今まで通りの お薬に加え
サインバルタ60mgを維持出来ていて就寝時はフルニトラゼパム2錠とオランザピンOD錠2.5mgで
うつ状態をも コントロール中です。

本日も よろしくお願いいたします
(❁ᴗ͈ˬᴗ͈)ﾍﾟｺﾘ♡
#線維筋痛症",1
福しんは西武線のイメージ https://t.co/da47GA5RMT,1
"ドラえもんクレヨンしんちゃんちびまる子ちゃんサザエさん名探偵コナンに出てる声優さんのこと紹介するときはそのキャラの人だよーって紹介する
９割分かるはずだから",1
本日O様が無事ジュエリーバッグ認定講師講座終了されました❣️お疲れ様でした🥰完成した時の達成感たまらないですよねぇ〜😃👍これからもいっぱいキラキラを作って楽しんでください💎あまりにもレッスンが楽しかったので終わってしまいなんだか寂しいですがですが…講師活動頑張ってくださいねぇ〜😊 https://t.co/9mhEqUwxXb,1
TAKAHIROじゃらんのチュートレ「光の塊」みたいな歌だなぁ,0
役人一年目の時、うつ病等に備える就業不能保険への加入も考えた我が身としては、妻に経済面を完全に頼られるのはプレッシャー半端ない笑 https://t.co/eQGhhfy80i,1
今日はもう1枚描くよー！,0
スイばあちゃんの声がスイちゃんではないとこがすごい。本人も楽しんでやってるんだろうな😇,1
あ、あと、今日入ったスーパーで何故かマイルスのBitches Brewが延々かかっててシュールでした。たぶんなんか嫌なことがあったんやろ。知らんけど。,0
"旅行いくならJIFUで検索
https://t.co/ueVJgt1vf0

どこよりも安く提供します！
JIFUは違います！

我々は空室・空席価格の情報をキャッチし、原価のままあなたに提供します。

ここからアクセスください。
Googleでアクセスして下さい。

JIFU旅行ポータルサイト
https://t.co/ueVJgt1vf0",0
気づかなかった私をころしてぇ。桜月ちゃんほんとすこすこのすこ。 https://t.co/EmFgkly0Ea,1
"齢80になられても他山の石が理解できないのか、それとも加齢による衰えなのか、はたまた自分が何党の幹事長かわからなくなったのか？ ー 二階氏発言に波紋 河井克行被告事件「他山の石」(フジテレビ系（FNN）)
#Yahooニュース
https://t.co/deeNinYyxo",0
ゆらゆら しょうたくん https://t.co/YDz9poFizG,1
たけうちあかりさんがかわいすぎました………おはなしできた……ひぇきんちょうした………,1
ダイパはポケモンと結婚した人間の話の印象が深いのでレジェンズで再現よろしくお願いします,0
"みんなからの匿名質問を募集中！

たつのしん@RED IMPACTさんはまだ答えた質問がありません！
たつのしん@RED IMPACTさんの記念すべき最初の回答はあなたの質問かも！？
#質問箱 #匿名質問募集中

https://t.co/ibJ5hlDAVz",1
春日部に行ってきました春日部といえばしんちゃん https://t.co/pcPxHB5NPf,1
この座り方かわいい…カメラの電池忘れたからこれしか撮れないのかなしみが深い🥺 https://t.co/D4LYuEvzTK,1
"クソ〜😭でなかった😭💦
栗山さん。。。
 #プロスピA https://t.co/orEMwWsS4r",0
"#虹ヶ咲KSF_DAY1 #lovelive
「顔がいい」",0
20.かいしんのいちげき /  突然ですが、歌います！ https://t.co/bj67Liu0lt,1
"忙しい😵
海に行って匂いを嗅ぎたい😆",0
"難易度★★★★☆
  ？に入る数字はなんでしょう

隠れん坊問題。 解いて。 https://t.co/SB2cBgYEHE",1
清澄白河の「KOFFEE MAMEYA kKakeru」へ行ってきました。このカフェ、ユニークなところがあって、「コーヒーのコース」が飲めるんです。今回は高級コーヒー豆として名高い「ゲイシャ」の飲み比べをいただきました。めちゃくちゃお洒落なカウンターでゆっくりとコーヒーに舌鼓をうつ経験は唯一無二...。 https://t.co/kemeBQRjsO,1
"がんばったんだけどなあ。
皆に楽しんで欲しくて、言われるままに飲んだし、出来る限りのことを尽くしたんだけど、あれじゃあダル絡みだから、ダメだって。",1
まってくるしいしんでしまうサラストまじで世界一カッコいい,1
"しんちゃんと尻相撲🍑💕
.
#Mステ
#ウルトラスーパーライブ https://t.co/sokMrRLCjU",1
今からニジガク1st楽しんできます♪ https://t.co/VtCvzRLiZv,1
"I'm at 麺屋 しん蔵 in 二本松市, 福島県 https://t.co/gBwmraOGqA https://t.co/goxEgkDRPc",1
"ROCK'N HIGH ROLLERS vol.1
tHANKs!!!

ウルトラ久しぶりの
ボノハチンクス楽しんでいただけましたでしょうか！！

さて来週は
BAD LATE SHOW!!
配信ありの予定ですが
30人限定ライブ！！

チケット残りわずかのようです！
是非ご予約を！ https://t.co/W7d15Sm3vk",1
なつかしいwww https://t.co/jot9JYW5Mf,0
朝、昼ラン廃止して夜ラン4時間が良い。これなら誰でもランクマ潜れるやろ,0
"まだシフ姐さん育成倍率なかったんだが
時間勘違いしてました",0
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● つきあいましょう…
● 寝てるか？…
● dungeon questしょ…
● おやす…
#質問箱 #匿名質問募集中

https://t.co/GErwRuxXTY",0
"ミルキィ＊泡で出てくるボディソープをお試ししました🎵
初めて泡で出てくるボディソープを使用しました。子供が楽しんで体を洗うようになりました。
#ミルキィ
#泡
#ボディソープ https://t.co/ROL43QiCFC",1
ずっと遊戯王ジャンルにいる訳では無いけど、こうやって今でも続いてくれてたまに戻っては心揺さぶられてびしゃびしゃになってるので、ヲタクの帰る心のホームのひとつなんだなぁってその度に実感する……,0
"「🐉きのしん🍟と愉快な仲間達」のライブをはじめました！おススメ枠イベ参加しました🤓❤️
#LINEライバー #チャレンジゲージ設定中
https://t.co/RY4eWYwkSJ",1
"有岡さんおめでとうございます👼🏻💖

いや~今年で最後の20代ですね

楽しんで下さい✊🏻✊🏻

有岡担の方もおめでとうございます!!",1
車いすカーリング　チーム北見が３連覇　北海道新聞社杯道選手権：北海道新聞 どうしん電子版 https://t.co/3yvmcSBY7s,1
初めて飲んだ(^○^) https://t.co/8RI7TLPkqW,0
色鉛筆で着色していた頃の絵ですが、あまりにも大変なのでもうやらないと思います😓 https://t.co/KYshY2P1PN,0
番組内で携わってるコンテンツがあるので、楽しんでください！,1
【聞くに値する】 https://t.co/IyBiV2CDmH,0
僕（ぼく）は運命（うんめい）を信（しん）じないのです。ただ実力（じつりょく）を磨（みが）くことだけを信用（しんよう）しているのですよ。 #ファインダー越しの私の世界#日本#日本 🙉 https://t.co/alIuox7X5J,1
そう、しゃっくりを自分の意志で止められるって証明しようがないのよね。信じてくれたの１人もおらんし、よく考えたら信じてくれようがくれまいが、しゃっくりは止まる,0
"3つの部、曲作りに興味のある
計22組の親子に申込いただき、
満席となりました🙇‍♀️💚

あとは明後日に向けて
楽しんでいただけるよう
準備をします✊

今後もいろんな企画を一気に進めていきます！
お楽しみに😊✨

#音育
#親子
#作曲 https://t.co/NpTDGLeB26",1
いいことあるかな〜🎶 https://t.co/qdFfxaEXed,0
"ただいまー😄
家の周りぐるぐるラン🏃‍♀️
5.55km

今日は2月22日猫の日🐱
ももちゃん🐱とシューズ円陣😁

ジム活✨
ZUMBAで楽しんできまーす🎵😆

今週も頑張っていきましょー！😊 https://t.co/rWy0oGUWLy",1
"こんにちは。
欲しいものを次々に買っても、なぜか心が満たされない。こんな感覚に襲われたことはありませんか？お金や物で得る幸福が長く続かない最大の理由を知り、理解して、本当の幸せに向かいましょう。
https://t.co/hIcaNyOz9m
#快楽 #欲 #幸せ",1
"安くて美味しいのは有り難い\ ♪♪ /
ちょっと楽しんでみた🌝 https://t.co/DFV5FI56Y2",1
寝ようかなぁって思ってる時に降りてくるうんこをどうにかしてほしい,0
"おチンポすからレンズこうた時のキャッシュバック届いた。
これでおにころし買えるわい。 https://t.co/80trbHDqyt",1
"何でも自粛だからお花見くらいしたい🌸
saku-chan~おうちでお花見~ | hanane https://t.co/Phs5jABKGG #BASEec via @hananesns",0
"あれ？？
マーティの声
三ツ矢雄二じゃない？？？",0
万が一のことを思って見送ったのだけどやっぱり行きたいという後悔のが強い……現地行かれるPちゃん達楽しんできてください〜！！🌸,1
3年前、牡蠣食べてノロに罹患して2週間苦しんでもう死ぬまで牡蠣は食うまいと固く心に誓ったのに、いま無性に牡蠣が食べたい。あんなに苦しんだのに…食べたい。がっつり火を通した牡蠣フライならいけるんじゃね…？,1
飲み過ぎた、顔も知らない親に言いたい、へんな義理で子供生むな、その子は死ぬまで365日不安定でトラウマで苦しんで死ぬんだよ、お前らにわからないだろう、大人の勝手が人生苦しみ毎日、依存、今はアルコール依存,1
"トラックは幅寄せもしてないし
むしろ避けてる乗った事ない
チャリカスには何にも分からないだろうな笑",0
"@RFannel_Gaming 
ヴァイス「いや〜まさか次の対戦相手が君だとは、おいら思ってもなかったよ、お互い恨みっこなしの真剣勝負、楽しんでいこうよ！」",1
みんなエヴァエヴァ言うけど、クレしんも観たい〜〜〜天カス学園❗️,1
my new gear....出来てかなりご機嫌,0
"THE女の子な子って可愛い。
一人称名前の子可愛い。
推し大好きな子可愛い。",0
"みんなからの匿名質問を募集中！

yuuri with playing game accountさんはまだ答えた質問がありません！
yuuri with playing game accountさんの記念すべき最初の回答はあなたの質問かも！？
#質問箱 #匿名質問募集中

https://t.co/NfRBYHhQPi",0
"今日はミニ四駆の日！！！
かつて子供の頃楽しんだミニ四駆が年取ってからも楽しませていただいているタミヤさんに感謝！！！

第２次ブームのフルカウル世代の私ですが、一番好きなミニ四駆はアバンテ！！！

#ミニ四駆 
#ミニ四駆の日2021 https://t.co/af9WxASjf1",1
"ロケットって落とし穴あるかってぐらい
車沈んでいくんだけどw",0
"おはようございます！(*‘ω‘ *)
地震から数日たちましたが、少しずつ被害の状況が分かってきましたね。
余震はこれからも警戒が必要なので、皆さんもお気をつけて！ https://t.co/FtdiStIF8G",0
たんじろ二三枚目のジャンケン表情よwwwwwwwwww https://t.co/CutFq3yYoj,0
"献血ルームうららで249回目の献血。
櫻versionけんけつちゃんとハートラちゃんと。
今日は進撃の巨人まつり。
#献血 #献血ルームうらら #岡山県赤十字血液センター #けんけつちゃん #ハートラ #櫻 #進撃の巨人 #諫山創 #千田まさひろ https://t.co/Fmujq33dtE",1
"俺の企画伸びなくなったー

とかどうでもええやん
楽しんでくれる人がいるなら
参加者が300人だろうと500だろうと1000だろうと
せやプレゼンに変わりはないし
そりゃ同じことしてるのに伸びてないのは魅せ方、魅力の無さよ  

参加者が多くて伸びてる人はすごいなとおもうけどね",1
"徳島バス　I-373
徳島22 き373
いすゞジャーニーK
2020.10.6
徳島駅17:55発山城町行

いやぁ、実車で撮影できるとは、思ってもみなかったんで、とにかく感無量ですね(^^) https://t.co/1nUP1w4dKU",0
10歳の少年であるサトシが、体重72kgあるヨーギラスを肩に乗せ、抱き抱えて歩くのだからアニメポケモンの世界観いまだに謎。,0
訓練メールか(),0
とるパカ、無惨と鳴女ちゃんの地味に狙ってた。,0
"題して、｢フィットネス・ガール～NOPAIN NOGAIN～｣です。
全高24.5cm、未塗装ガレージキット。
価格は10,000円です。
よろしくお願いします。
#フィギュア #キャラフェス https://t.co/HSD3FyKMPg",0
"long_wallet...
ベルト付き長財布

革: ブラック レッド
ステッチ:水色

#leather #leathercraft #handmade #wallet #razleather #革 #レザー #ハンドメイド #オーダーメイド #熊本 #財布 #長財布 #ウォレット #ラズレザー

RAZ LEATHER https://t.co/qQREKM5EvT",0
"#懐メロ #クレヨン...

月明かりふんわり落ちてくる夜（クレヨンしんちゃん EDテーマ）月灯りふんわり落ちてくる夜は［アコギ伴奏・アコースティックカバーアレンジ］ / 小川七生
#nanamusic
https://t.co/rPlEhjAWyV",1
私と一緒に「identityV」で遊ぼう！ https://t.co/c0MF2K1XN3,0
キョウカがこわれてる,1
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● おれおぼえてる？…
● みやぞん君の中での今年の流行語…
● なんかいたいと思ったらしょうご…
● 好きな人いる？…
#質問箱 #匿名質問募集中

https://t.co/bB2WKZqQUK",1
"きょうのそよ花さん：パンクねこさんがでました。こわれたもののおくにあるものがきずついていないかがじゅうよう　 https://t.co/gYUW3pURkL
#shindanmaker
https://t.co/Ia5GUiRwWu

そうなんですね☺️",1
3/30(火)は、クレイジーケンバンドのギター・コーラス・ヴォイスの新宮虎児(しんぐうとらじ)さんの御誕生日。[なんまいだあ なんまいだあ]の歌詞もある[まっぴらロック](作詞:横山剣さん)の[時間と云うものは儚いものですね]、[時間と云うものは不思議なものですね]などの歌詞に[諸行無常]を思います。,1
明日夜勤明けて先輩とランチして仮眠して先輩と焼肉行ったら見るから･･････本命と推しの共演胸高鳴りマンすぎてしんどぅ･･･🥺,1
"おは。今日からしんちゃんは進級。途半端の時期に進級するんですね。
今日は午前中ロン2、12時からSP、昼過ぎから麻雀格闘倶楽部。17時半からSRLです。ノート思ったより好評でとても嬉しいです。
登録だけは前にしていました。
なんかの記事サポートしようと思ってしたけど出来なかった記憶がある。 https://t.co/sf92JC0LPg",1
うつ病とか成人病とか、高血圧症とか、脂質異常症とか！ https://t.co/VSs5VJZfbM,1
"デレステメンテ…

もりくぼフェス来る前に天井200まで下がって欲しい(切実) https://t.co/SrEuPpDj2h",0
🏮居酒屋りーこ、ヒッソリ、ぼんやり、開店致しました。今日は北風が吹いて寒かったですﾈ、本日のおすすめは『シチューﾄﾞハンバーグ』と『牡蠣フライ』です。パスタとお野菜を添えました。さぁさ、召し上がれ😊 https://t.co/NL3Wi6dQpo,0
みばらさん可愛い〜〜〜！毎日可愛い！！世界一可愛い！！！声も顔も性格も全部可愛い！ゲームが出来てお酒が好きで靴に詳しいなんてすごい！最高！天才！優勝！圧倒的勝利！！！可愛くて可愛いなんてみばらさんは最強だな〜〜〜！！！！！！,0
今夜は🍛よ https://t.co/tnDNf2PJ2A,0
"東京11R #フェブラリーＳ
☆⑦ワンダーリーデル
８番人気３着👍
典さんありがとー
#金ピカ競馬予想 https://t.co/KO8rIgcicp",0
"#栃イベで会いましょう　#栃イベ
１週間後🔥早く作業しないと当日なっちゃう、やります！！！
いろんな方に見てもらえたら嬉しいです🙏🏼楽しみすぎるっ😻🤎🤎🤎 https://t.co/cMll09Q9Rb",1
"【本日のおすすめのお魚(2)】
本日みずほ通り店鮮魚売場では、
「由良産 はたはた」
78円/100g+税、4～６尾・１パック 170～250円+税！
しょう油漬焼き、から揚げなどで！ https://t.co/CqwM08Xvku",1
ひゃっほー！セリ誕祭り🎵,0
"頑張って描いたラフの出来がいまいちで
全部書き直したらデュラハン先輩と同じポーズだったかなしみをどうこらえればよいのだ",1
"今クレヨンしんちゃんの動画見たら
藤原哲治さん亡くなられたの悲しいなと…
かっこいいお父さんで、歌も上手かったし。

クレヨンしんちゃんの声優さんが変わっていくのはすごく悲しいけど、新しい方のバトンタッチを見守らないとな(ง •̀_•́)ง",1
疲れた時に見るアニメダイナーほんま最高やな全てがどうでも良くなる見る抗うつ剤,1
うえおえーい https://t.co/lG6iJee6QZ,0
"ポッキーゲームならぬ
ちくわゲームの構図になり
ちゅー…

最高か？
公式さん…

風間君のしんちゃんが事故にあってしまうかも…という恐怖心の描写があったのも良かった…
普段しんちゃんのこと嫌がってるけど実際いなくなったら怖いという想いが感じられて萌えた

とても歓喜",1
つよい https://t.co/BZpWSOrdmp,0
"先週のあらかしも見てくださったみなさん、ありがとうございます☺️✨水玉のブラウスがとてもかわいい衣装だった！取材の振り返りはインスタで少しずつ投稿してるのでインスタもぜひご覧ください📷

#あらあらかしこ https://t.co/gC5HtWUVcN",0
楽しんでいただきありがとうございました😊 https://t.co/EEEoBRMR5a,1
"しんちゃんつまらなくなったよなー
昔のやつしか観る気しないもん",1
いろんな計画立てていろんなとこに連れて行ってくれ。って誰に言うわけにもいかないので仕方なく妹に行きたい場所伝えて計画してもらってる。計画してくれる人好き(*´꒳`*)自分が計画するタイプで楽しんで欲しい人間だからやって欲しいって思うだけでやってくれる人いないwww,1
"タイプ別のグラプロに向けてヒーロー3人上げました😉1かMAXでしか欠片で上げられないのは直して欲しいね。
あとはセオリとグレイブ上げたい💧

ヒーローはなんとか大丈夫そうだけど、ディフェンスとサポートはキャラ全職いなかった(笑)まぁしょうがないな(*´―｀*) https://t.co/0XSp4pykvR",0
"大阪のツイートでTLが埋まってる。ゲムマ大阪参加者の皆さん一日楽しんでください！！
あと、開場後も現場の声が聞けると嬉しいです！！
#ゲームマーケット2021大阪",1
"最近しんぐるばっかだから🤫🤍
⏰￤11:00 11時
👯‍♀️￤#デュオ
💵￤1000✖️P Payﾏﾈﾗ
🖤￤@PETTY_777 ﾌｫﾛﾘﾂ全員

身内拾う確定枠おおめ👅

✍️￤#11時デュオ　#デュオゲリラ https://t.co/lOjKavRHct",1
普段余り観ないけど、こんな時節だからとツィッターで見かけた当代一の人気落語家春風亭一之輔の落語を観たけど、どうもイマイチ(失礼)。やはり、この方は凄いと思う。長生きして欲しかったな。枝雀寄席 008 子ほめ TV録画 VHS https://t.co/GFlSVPzFad @YouTubeより,0
"iPhone11に機種変したらガクガクだったレイズがヌルヌルになりました
Androidからの機種変だったので鏡晶石は死んだ
かなしみ",1
プロフェッショナル人材の確保・育成に向けて、人事制度を改定 https://t.co/2SvKHkPzoN #スリー・アールシステム株式会社,0
ん？妹紅がずーっといるけど、仕様？ww https://t.co/kRbRVUYdWU,0
ご飯楽しんできてください~ฅ^.  ̫ .^ฅ♡,1
"快速急行、ひのとりを追い抜く。
#traindriveats3 https://t.co/6USqJWWRGv",0
グレイシア可愛いですがニンフィリアも可愛いです🙄🙄🙄🙄🙄ﾝ?,0
"近頃、男子も女子も変態でノリがよすぎるｗ
雑誌で噂になったこのチャットなら無料でメッセできるよ?
→https://t.co/NrrwSWY47m
会うのなんか余裕だからまずは登録してみてれば？ https://t.co/LkCAeLzm4S",0
